iter	Logloss
0	0.676114433
1	0.6607852074
2	0.644791437
3	0.6298681444
4	0.6157565701
5	0.6038745511
6	0.5932076731
7	0.5814548615
8	0.5726579235
9	0.5625935216
10	0.5531782581
11	0.5433590797
12	0.5347007013
13	0.5279837824
14	0.5189438358
15	0.5099407073
16	0.5029030092
17	0.493762207
18	0.485278025
19	0.4764905868
20	0.46990701
21	0.4627793343
22	0.4540747858
23	0.4491417177
24	0.4449813351
25	0.4395819879
26	0.4337781352
27	0.4268418835
28	0.422032707
29	0.4174748575
30	0.4116322917
31	0.4072109592
32	0.4034118898
33	0.3977189833
34	0.3929080594
35	0.3888081212
36	0.3838379891
37	0.3809107134
38	0.377238046
39	0.3744755407
40	0.3693194974
41	0.3665217492
42	0.3623102988
43	0.3586762459
44	0.3556165388
45	0.3526701896
46	0.349879874
47	0.3459040488
48	0.3426912615
49	0.3399808576
50	0.3365751451
51	0.3335804847
52	0.33074203
53	0.3262904998
54	0.3240705429
55	0.3196673978
56	0.317103552
57	0.3149047852
58	0.3118425185
59	0.3075124925
60	0.3041989234
61	0.3017673615
62	0.2990941201
63	0.2964338733
64	0.2950071273
65	0.2933753229
66	0.2912349824
67	0.2891881635
68	0.2869769681
69	0.2849861883
70	0.2828613035
71	0.2795691213
72	0.27775778
73	0.2757536119
74	0.2737831362
75	0.272802759
76	0.2700983355
77	0.2688761311
78	0.2671085481
79	0.2642635715
80	0.263007527
81	0.2598464474
82	0.2585883848
83	0.2560499376
84	0.2535670373
85	0.2514290594
86	0.2496686136
87	0.2479011782
88	0.2460235103
89	0.2439407103
90	0.241950152
91	0.2405754828
92	0.2394786219
93	0.2381550943
94	0.2366976092
95	0.2353083949
96	0.2329448577
97	0.2317226779
98	0.2296779017
99	0.2285228606
100	0.2271960351
101	0.2260785995
102	0.2237928329
103	0.2220921178
104	0.2201328893
105	0.2189094297
106	0.2176441808
107	0.2165122001
108	0.215334197
109	0.2135719792
110	0.2125792965
111	0.2121679491
112	0.2102477043
113	0.2083254906
114	0.2062748078
115	0.2046211612
116	0.20334261
117	0.2015820903
118	0.1998444342
119	0.1979370856
120	0.1971395677
121	0.1959001357
122	0.1947379081
123	0.1935767881
124	0.1927211023
125	0.1914957108
126	0.1904421406
127	0.1894672517
128	0.188472354
129	0.1876102324
130	0.1864083813
131	0.185060095
132	0.1845510913
133	0.1838058718
134	0.1824451323
135	0.1813863816
136	0.1800848807
137	0.1792517754
138	0.1778003816
139	0.1762691129
140	0.1758067346
141	0.1751201876
142	0.1743390606
143	0.1733311684
144	0.1726428616
145	0.1711617377
146	0.1704705761
147	0.1692727858
148	0.168073002
149	0.1675656226
150	0.166831478
151	0.1661513052
152	0.1651521129
153	0.1644877772
154	0.1634565538
155	0.1629066713
156	0.1622797689
157	0.1611242725
158	0.1602963355
159	0.1597196764
160	0.1585971709
161	0.157153308
162	0.1561278805
163	0.1550325947
164	0.1544121773
165	0.1538471345
166	0.1533059643
167	0.1527596258
168	0.1518579052
169	0.1511908377
170	0.1498985291
171	0.1491752501
172	0.1484720169
173	0.1479409987
174	0.1473436417
175	0.1469015798
176	0.1461052187
177	0.1457123664
178	0.1447717974
179	0.1440721204
180	0.1432367632
181	0.1425876864
182	0.1422955667
183	0.1412153182
184	0.1403368796
185	0.139787514
186	0.1392843431
187	0.1386838851
188	0.1380544109
189	0.1374673536
190	0.1368281703
191	0.1365562685
192	0.1363053353
193	0.1356950083
194	0.134799059
195	0.1340333385
196	0.1334658838
197	0.1329228309
198	0.1323154942
199	0.1315928182
200	0.1311233274
201	0.130598622
202	0.1302350936
203	0.1296886075
204	0.1290397029
205	0.1279733719
206	0.1272047966
207	0.1266921136
208	0.1262237549
209	0.1256738724
210	0.1247456212
211	0.1238803494
212	0.1232605842
213	0.1225593936
214	0.1223783924
215	0.1219641286
216	0.1216542152
217	0.1210878803
218	0.1203779774
219	0.1196650351
220	0.119060098
221	0.1184774214
222	0.1180989911
223	0.1177300976
224	0.1173430412
225	0.1165318889
226	0.1161089005
227	0.1156178628
228	0.1151203279
229	0.1141611899
230	0.1136089448
231	0.1130957573
232	0.1126617678
233	0.1121692534
234	0.1118747711
235	0.1116316765
236	0.1110933611
237	0.1107147709
238	0.1102969631
239	0.1097505139
240	0.1095069639
241	0.1091350309
242	0.1084069037
243	0.1079657032
244	0.1075292772
245	0.1068471109
246	0.1062508122
247	0.1056559409
248	0.1050492071
249	0.1047157534
250	0.1044544097
251	0.1040640062
252	0.1036552798
253	0.1028773585
254	0.1020551497
255	0.1017408925
256	0.1014435676
257	0.1010237909
258	0.1006731341
259	0.1000010952
260	0.09935297197
261	0.09905046032
262	0.09833409709
263	0.0979160678
264	0.09758631799
265	0.0971107606
266	0.09691801994
267	0.0962506202
268	0.09556508218
269	0.09480816011
270	0.0942581669
271	0.0937814651
272	0.09342125923
273	0.09328641584
274	0.09276738321
275	0.09243220668
276	0.09202407099
277	0.09189296845
278	0.09154463737
279	0.09115954368
280	0.09074105294
281	0.09029487487
282	0.09016227722
283	0.08983773878
284	0.08928266341
285	0.0886097385
286	0.08810635228
287	0.08769000269
288	0.08732864626
289	0.08726897086
290	0.08680823541
291	0.08676399723
292	0.08623673224
293	0.08568732969
294	0.08538152633
295	0.08534809236
296	0.08501495238
297	0.08438346617
298	0.08406178259
299	0.08346534237
300	0.08303307564
301	0.08261833191
302	0.08233605662
303	0.08225103809
304	0.08188053869
305	0.08170890808
306	0.08129958491
307	0.08082290157
308	0.08042972934
309	0.07971476893
310	0.07943761887
311	0.07907303841
312	0.07861558237
313	0.07843885114
314	0.07820540397
315	0.07809183674
316	0.07774468699
317	0.07717883202
318	0.07682923348
319	0.07673498584
320	0.07651162301
321	0.07619695356
322	0.07589220232
323	0.07563274137
324	0.07537441869
325	0.07516673303
326	0.07513072721
327	0.07470866788
328	0.07432424484
329	0.07404518127
330	0.07379384195
331	0.07348364553
332	0.07327955923
333	0.07300962017
334	0.07265680375
335	0.07240212348
336	0.0721491906
337	0.07193682271
338	0.0718437687
339	0.07164962522
340	0.07161184742
341	0.07158515069
342	0.07118805916
343	0.07099967464
344	0.0706168144
345	0.07040271144
346	0.07038094305
347	0.07036623186
348	0.0700731462
349	0.06971749952
350	0.06947439871
351	0.06916054756
352	0.06894409426
353	0.06875274412
354	0.06835653859
355	0.06795715824
356	0.06794275468
357	0.06775695432
358	0.06757096321
359	0.06719367735
360	0.06695930727
361	0.06668161577
362	0.06645422905
363	0.06609194971
364	0.06579285283
365	0.06537014131
366	0.06526105942
367	0.0648930765
368	0.06475092365
369	0.06452948663
370	0.06421457721
371	0.0639806932
372	0.06365011892
373	0.06341919438
374	0.06323930064
375	0.06305681659
376	0.0627982601
377	0.06264937001
378	0.06236161878
379	0.06221808157
380	0.06201783457
381	0.06179980001
382	0.06171184663
383	0.06158351283
384	0.06147715046
385	0.06130174206
386	0.06117117482
387	0.06096636864
388	0.06057739258
389	0.06039395486
390	0.06016814939
391	0.05988673549
392	0.05968343673
393	0.05943932687
394	0.0591717197
395	0.05889730761
396	0.05860759366
397	0.05821999581
398	0.05800896921
399	0.0575540235
400	0.05734568565
401	0.05712993991
402	0.05678589113
403	0.05645473234
404	0.05621214221
405	0.05605219564
406	0.05587430154
407	0.05575518454
408	0.05562816743
409	0.05554290895
410	0.05533205463
411	0.05513289667
412	0.0549233898
413	0.05470150363
414	0.05435354171
415	0.05410038117
416	0.05396245526
417	0.05376246052
418	0.05356275497
419	0.05341591989
420	0.05324361247
421	0.05305957794
422	0.05285734361
423	0.05284309387
424	0.05271500618
425	0.05262150918
426	0.05243467516
427	0.05222706949
428	0.05200654922
429	0.0518706291
430	0.05172104989
431	0.05160196981
432	0.0514837265
433	0.05118427892
434	0.05096879467
435	0.05080134484
436	0.05059995651
437	0.05058333182
438	0.05046853712
439	0.05031493402
440	0.05012072902
441	0.04997553364
442	0.04983617106
443	0.04969470732
444	0.04958759739
445	0.04937630315
446	0.04923877101
447	0.04902590167
448	0.04888204759
449	0.04871916002
450	0.04854209654
451	0.04826310065
452	0.04803942096
453	0.0478447668
454	0.04772257343
455	0.04750701535
456	0.04748928931
457	0.04715583863
458	0.04706240008
459	0.04686659228
460	0.04672200603
461	0.04671152484
462	0.04657117474
463	0.04651776591
464	0.04625493326
465	0.04614148601
466	0.0459596757
467	0.0458512337
468	0.04568347008
469	0.04551680165
470	0.04538046929
471	0.04528601862
